No.,Case,"Amicus Curiae Briefs"
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","2.    Amicus Brief, BRIEF OF AMICUS SCHARF-NORTON CENTER FOR CONSTITUTIONAL LITIGATION GOLDWATER INSTITUTE IN SUPPORT OF APPELLANT, February 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 169  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","3.    Amicus Brief, BRIEF AMICUS CURIAE OF THE SOUTHEASTERN LEGAL FOUNDATION IN SUPPORT OF APPELLANT, February 26, 2009, 2009 U.S. S. Ct. Briefs LEXIS 173  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","4.    Amicus Brief, AMICUS CURIAE BRIEF OF MOUNTAIN STATES LEGAL FOUNDATION IN SUPPORT OF APPELLANT, February 26, 2009, 2009 U.S. S. Ct. Briefs LEXIS 176  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","5.    Amicus Brief, BRIEF OF THE CIVIL RIGHTS CLINIC AT HOWARD UNIVERSITY SCHOOL OF LAW, AS AMICUS CURIAE, IN SUPPORT OF APPELLEES AND INTERVENOR-APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 247  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","6.    Amicus Brief, BRIEF OF NICHOLAS DE B. KATZENBACH, DREW S. DAYS, III, JOHN R. DUNNE, BRIAN K. LANDSBERG, BILL LANN LEE, J. STANLEY POTTINGER, AND JAMES P. TURNER AS AMICI CURIAE IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 278  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","7.    Amicus Brief, BRIEF OF AMICI CURIAE JURISDICTIONS THAT HAVE BAILED OUT UNDER THE VOTING RIGHTS ACT IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 281  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","8.    Amicus Brief, BRIEF OF THE BRENNAN CENTER FOR JUSTICE AT NYU SCHOOL OF LAW AS AMICUS CURIAE IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 284  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","9.    Amicus Brief, BRIEF OF DR. ABIGAIL THERNSTROM AND FORMER JUSTICE DEPARTMENT OFFICIALS AS AMICI CURIAE IN SUPPORT OF APPELLANT, February 26, 2009, 2009 U.S. S. Ct. Briefs LEXIS 170  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","10.    Amicus Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION, CENTER FOR EQUAL OPPORTUNITY, AND PROJECT 21 IN SUPPORT OF APPELLANT, February 26, 2009, 2009 U.S. S. Ct. Briefs LEXIS 174  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","11.    Amicus Brief, BRIEF FOR THE STATES OF NORTH CAROLINA, ARIZONA, CALIFORNIA, LOUISIANA, MISSISSIPPI AND NEW YORK AS AMICI CURIAE IN SUPPORT OF ERIC H. HOLDER, JR., ET AL., March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 279  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","12.    Amicus Brief, BRIEF OF THE LEADERSHIP CONFERENCE ON CIVIL RIGHTS AND THE LCCR EDUCATION FUND ET AL. AS AMICI CURIAE IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 282  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","13.    Amicus Brief, BRIEF OF BARBARA LEE, MEMBER OF CONGRESS AND CHAIR OF THE CONGRESSIONAL BLACK CAUCUS, NYDIA VELAZQUEZ, MEMBER OF CONGRESS AND CHAIR OF THE CONGRESSIONAL HISPANIC CAUCUS AND MICHAEL HONDA, MEMBER OF CONGRESS AND CHAIR OF THE CONGRESSIONAL ASIAN PACIFIC AMERICAN CAUCUS, ET AL., AS AMICI CURIAE IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 277  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","14.    Amicus Brief, BRIEF OF AMICUS CURIAE ASIAN AMERICAN LEGAL DEFENSE AND EDUCATION FUND IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 292  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","15.    Amicus Brief, BRIEF OF THE HONORABLE BOB RILEY, GOVERNOR OF THE STATE OF ALABAMA, AS AMICUS CURIAE IN SUPPORT OF NEITHER PARTY, February 26, 2009, 2009 U.S. S. Ct. Briefs LEXIS 171  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","16.    Amicus Brief, BRIEF OF REPS. JOHN CONYERS, JR., F. JAMES SENSENBRENNER, JR., JERROLD NADLER, AND MELVIN L. WATT, AND FORMER REP. STEVE CHABOT AS AMICI CURIAE IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 287  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","17.    Amicus Brief, BRIEF OF AMICUS CURIAE GEORGIA GOVERNOR SONNY PERDUE IN SUPPORT OF APPELLANT, February 26, 2009, 2009 U.S. S. Ct. Briefs LEXIS 175  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","18.    Amicus Brief, BRIEF OF MEMBERS OF THE TEXAS HOUSE OF REPRESENTATIVES AS AMICI CURIAE IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 285  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","19.    Amicus Brief, BRIEF OF AMICI CURIAE ALASKA NATIVE VOTERS AND TRIBES IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 293  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","20.    Amicus Brief, BRIEF FOR NATHANIEL PERSILY, STEPHEN ANSOLABEHERE, AND CHARLES STEWART III AS AMICI CURIAE ON BEHALF OF NEITHER PARTY, February 26, 2009, 2009 U.S. S. Ct. Briefs LEXIS 172  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","21.    Amicus Brief, BRIEF AMICUS CURIAE OF THE AMERICAN BAR ASSOCIATION IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 280  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","22.    Amicus Brief, BRIEF OF AMICI CURIAE FORMER REPUBLICAN OFFICEHOLDERS IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 283  "
60,"Northwest Austin Mun. v. Holder, 557 U.S. 193 (2009)","23.    Amicus Brief, BRIEF OF JULIUS CHAMBERS, ARMAND DERFNER, JAMES U. BLACKSHER, ANITA EARLS, ROBERT McDUFF, EDWARD STILL, ELLIS TURNAGE, CYNTHIA McCOTTRY SMITH, BERNARD R. FIELDING, MARJORIE AMOS-FRAZIER, LEE H. MOULTRIE, SOUTHERN ECHO, AND DEMOCRACY NORTH CAROLINA AS AMICI CURIAE IN SUPPORT OF APPELLEES, March 25, 2009, 2009 U.S. S. Ct. Briefs LEXIS 286 "
61,"Padilla v. Kentucky, 559 U.S. 356 (2010)","1.    Amicus Brief, BRIEF FOR AMICI CURIAE ASIAN AMERICAN JUSTICE CENTER, MEXICAN AMERICAN LEGAL DEFENSE AND EDUCATIONAL FUND, AND OTHER IMMIGRANTS' RIGHTS ORGANIZATIONS IN SUPPORT OF PETITIONER, June 2, 2009, 2009 U.S. S. Ct. Briefs LEXIS 417  "
61,"Padilla v. Kentucky, 559 U.S. 356 (2010)","2.    Amicus Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING AFFIRMANCE, August 17, 2009, 2009 U.S. S. Ct. Briefs LEXIS 783  "
61,"Padilla v. Kentucky, 559 U.S. 356 (2010)","3.    Amicus Brief, BRIEF OF CONSTITUTIONAL ACCOUNTABILITY CENTER AS AMICUS CURIAE SUPPORTING PETITIONER, June 2, 2009, 2009 U.S. S. Ct. Briefs LEXIS 414  "
61,"Padilla v. Kentucky, 559 U.S. 356 (2010)","4.    Amicus Brief, BRIEF OF AMICI CURIAE CRIMINAL AND IMMIGRATION LAW PROFESSORS, CAPITAL AREA IMMIGRANTS' RIGHTS COALITION, WASHINGTON LAWYERS' COMMITTEE FOR CIVIL RIGHTS AND URBAN AFFAIRS, AND WESTERN KENTUCKY REFUGEE MUTUAL ASSISTANCE SOCIETY, INC. IN SUPPORT OF PETITIONER, January 21, 2009, 2009 U.S. S. Ct. Briefs LEXIS 1308  "
61,"Padilla v. Kentucky, 559 U.S. 356 (2010)","5.    Amicus Brief, BRIEF OF THE AMERICAN BAR ASSOCIATION AS AMICUS CURIAE IN SUPPORT OF PETITIONER, June 2, 2009, 2009 U.S. S. Ct. Briefs LEXIS 415  "
61,"Padilla v. Kentucky, 559 U.S. 356 (2010)","6.    Amicus Brief, BRIEF FOR LEGAL ETHICS, CRIMINAL PROCEDURE, AND CRIMINAL LAW PROFESSORS AS AMICI CURIAE IN SUPPORT OF PETITIONER, June 2, 2009, 2009 U.S. S. Ct. Briefs LEXIS 409  "
61,"Padilla v. Kentucky, 559 U.S. 356 (2010)","7.    Amicus Brief, BRIEF OF THE NATIONAL ASSOCIATION OF CRIMINAL DEFENSE LAWYERS, NATIONAL LEGAL AID & DEFENDER ASSOCIATION, KENTUCKY ASSOCIATION OF CRIMINAL DEFENSE LAWYERS, COLORADO CRIMINAL DEFENSE BAR, IMMIGRATION IMPACT UNIT OF THE MASSACHUSETTS COMMITTEE FOR PUBLIC COUNSEL SERVICES, NEW MEXICO CRIMINAL DEFENSE LAWYERS ASSOCIATION, NEW YORK STATE DEFENDERS ASSOCIATION, OREGON CRIMINAL DEFENSE LAWYERS ASSOCIATION, TEXAS CRIMINAL DEFENSE LAWYERS ASSOCIATION, WASHINGTON DEFENDER ASSOCIATION, LEGAL AID SOCIETY OF THE CITY OF NEW YORK, NEIGHBORHOOD DEFENDER SERVICE OF HARLEM, DEFENDER ASSOCIATION OF PHILADELPHIA, FLORENCE IMMIGRANT AND REFUGEE RIGHTS PROJECT, IMMIGRANT DEFENSE PROJECT, IMMIGRANT LEGAL RESOURCE CENTER, AND NATIONAL IMMIGRATION PROJECT OF THE NATIONAL LAWYERS GUILD AS AMICI CURIAE IN SUPPORT OF PETITIONER, June 2, 2009, 2009 U.S. S. Ct. Briefs LEXIS 416  "
61,"Padilla v. Kentucky, 559 U.S. 356 (2010)","8.    Amicus Brief, BRIEF FOR THE STATES OF LOUISIANA, ALABAMA, COLORADO, CONNECTICUT, FLORIDA, HAWAII, IDAHO, INDIANA, KANSAS, MARYLAND MASSACHUSETTS, MICHIGAN, MISSISSIPPI, MISSOURI, NEBRASKA, NEVADA, NORTH DAKOTA, OKLAHOMA, OREGON, PENNSYLAVNIA, SOUTH CAROLINA, SOUTH DAKOTA, TENNESSEE, UTAH, VIRGINIA, WASHINGTON & WYOMING AND THE NATIONAL DISTRICT ATTORNEYS ASSOCIATION AS AMICI CURIAE IN SUPPORT OF RESPONDENT, August 17, 2009, 2009 U.S. S. Ct. Briefs LEXIS 801 "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","1.    Amicus Brief, BRIEF OF AMICUS CURIAE NATIONAL LAWYERS GUILD IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1040  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","2.    Amicus Brief, BRIEF AMICUS CURIAE OF LOS ANGELES UNIFIED SCHOOL DISTRICT IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1041  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","3.    Amicus Brief, BRIEF OF THE URBAN LEAGUE OF METROPOLITAN SEATTLE AND THE NATIONAL URBAN LEAGUE AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1023  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","4.    Amicus Brief, BRIEF OF AMICI CURIAE DRS. MURPHY, ROSSELL AND WALBERG IN SUPPORT OF PETITIONERS, August 21, 2006, 2006 U.S. S. Ct. Briefs LEXIS 695  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","5.    Amicus Brief, BRIEF OF 553 SOCIAL SCIENTISTS AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1024  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","6.    Amicus Brief, BRIEF AMICI CURIAE OF THE LOUISVILLE AREA CHAMBER OF COMMERCE, INC. (D/B/A GREATER LOUISVILLE INC.) AND LOUISVILLE METRO MAYOR JERRY E. ABRAMSON IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1052  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","7.    Amicus Brief, BRIEF OF THE CAUCUS FOR STRUCTURAL EQUITY AS AMICUS CURIAE SUPPORTING RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1213  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","8.    Amicus Brief, BRIEF OF DAVID J. ARMOR, ABIGAIL THERNSTROM, AND STEPHAN THERNSTROM AS AMICI CURIAE IN SUPPORT OF PETITIONERS, August 21, 2006, 2006 U.S. S. Ct. Briefs LEXIS 688  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","9.    Amicus Brief, AMICUS CURIAE BRIEF ON THE MERITS OF MOUNTAIN STATES LEGAL FOUNDATION IN SUPPORT OF PETITIONER, August 21, 2006, 2006 U.S. S. Ct. Briefs LEXIS 691  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","10.    Amicus Brief, BRIEF OF THE MASSACHUSETTS ASSOCIATION OF SCHOOL SUPERINTENDENTS, THE MASSACHUSETTS ASSOCIATION OF SCHOOL COMMITTEES, INC. AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1046  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","11.    Amicus Brief, BRIEF OF THE STATES OF NEW YORK, CONNECTICUT, ILLINOIS, IOWA, KENTUCKY, MAINE, MARYLAND, MISSOURI, NEW JERSEY, NEW MEXICO, NORTH CAROLINA, OREGON, RHODE ISLAND, UTAH, VERMONT, WASHINGTON, WISCONSIN, THE DISTRICT OF COLUMBIA, AND THE COMMONWEALTH OF PUERTO RICO AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1057  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","12.    Amicus Brief, BRIEF OF HISTORIANS OF THE CIVIL RIGHTS ERA WILLIAM H. CHAFE, DAVISON DOUGLAS, CHARLES PAYNE, TOMIKO BROWN-NAGIN, KENNETH MACK, RISA GOLUBOFF, KEVIN KRUSE AND MATT LASSITER AS AMICI CURIAE SUPPORTING RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1020  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","13.    Amicus Brief, CONSOLIDATED BRIEF OF JOSEPH E. BRANN, DANIEL J. COULOMBE, EDWARD F. DAVIS, RONALD DAVIS, AND DARREL STEPHENS AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1022  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","14.    Amicus Brief, BRIEF FOR HON. CLIFFORD L. ALEXANDER, JR., LT. GEN. JULIUS W. BECTON, JR., HON. LOUIS E. CALDERA, ADM. ARCHIE CLEMINS, HON. WILLIAM S. COHEN, HON. JOHN H. DALTON, HON. RUDY F. DELEON, HON. F. WHITTEN PETERS, HON. JOE R. REEDER, AND HON. TOGO D. WEST, JR. AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1014  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","15.    Amicus Brief, BRIEF OF PROFS. AMY STUART WELLS, JOMILLS HENRY BRADDOCK II, LINDA DARLING-HAMMOND, JAY P. HEUBERT, JEANNIE OAKES AND MICHAEL A. REBELL AND THE CAMPAIGN FOR EDUCATIONAL EQUITY AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1035  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","16.    Amicus Brief, BRIEF AMICUS CURIAE OF TIMOTHY DON-HUGH MAK IN SUPPORT OF THE PETITIONER, August 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 657  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","17.    Amicus Brief, BRIEF AMICUS CURIAE OF ANTI-DEFAMATION LEAGUE IN SUPPORT OF RESPONDENTS, October 1, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1011  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","18.    Amicus Brief, BRIEF OF THE AMERICAN EDUCATIONAL RESEARCH ASSOCIATION AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1038  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","19.    Amicus Brief, BRIEF OF FLORIDA GOVERNOR JOHN ELLIS ""JEB"" BUSH AND THE STATE BOARD OF EDUCATION AS AMICI CURIAE IN SUPPORT OF PETITIONERS, August 21, 2006, 2006 U.S. S. Ct. Briefs LEXIS 671  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","20.    Amicus Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION, AMERICAN CIVIL RIGHTS INSTITUTE, AND CENTER FOR EQUAL OPPORTUNITY IN SUPPORT OF PETITIONER, February 22, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1328  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","21.    Amicus Brief, BRIEF FOR AMICI CURIAE SENATORS EDWARD M. KENNEDY, PATTY MURRAY, MARIA CANTWELL, THOMAS HARKIN, RICHARD J. DURBIN, BARACK OBAMA, AND KEN SALAZAR IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1034  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","22.    Amicus Brief, BRIEF OF THE ASSOCIATION OF THE BAR OF THE CITY OF NEW YORK AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1049  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","23.    Reply Brief: Appellant-Petitioner, PETITIONER'S REPLY BRIEF, November 13, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1187  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","24.    Amicus Brief, BRIEF OF 19 FORMER CHANCELLORS OF THE UNIVERSITY OF CALIFORNIA AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1028  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","25.    Amicus Brief, BRIEF OF THE ASIAN AMERICAN LEGAL FOUNDATION AS AMICUS CURIAE IN SUPPORT OF PETITIONERS, August 21, 2006, 2006 U.S. S. Ct. Briefs LEXIS 689  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","26.    Amicus Brief, BRIEF OF AMICUS CURIAE THE CENTER FOR INDIVIDUAL RIGHTS IN SUPPORT OF PETITIONER, August 21, 2006, 2006 U.S. S. Ct. Briefs LEXIS 692  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","27.    Amicus Brief, BRIEF OF AMICI CURIAE ALLIANCE FOR EDUCATION MUNICIPAL LEAGUE OF KING COUNTY MAYOR AND FORMER MAYORS OF SEATTLE AND FORMER SEATTLE SCHOOL BOARD MEMBERS IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1054  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","28.    Amicus Brief, BRIEF FOR THE PRICHARD COMMITTEE FOR ACADEMIC EXCELLENCE AS AMICUS CURIAE SUPPORTING RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1058  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","29.    Amicus Brief, BRIEF OF THE COUNCIL OF THE GREAT CITY SCHOOLS, MAGNET SCHOOLS OF AMERICA, PUBLIC EDUCATION NETWORK, UNITED STATES CONFERENCE OF MAYORS, AND SAN FRANCISCO UNIFIED SCHOOL DISTRICT AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1017  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","30.    Amicus Brief, BRIEF FOR AMICI CURIAE THE AMERICAN PSYCHOLOGICAL ASSOCIATION AND THE WASHINGTON STATE PSYCHOLOGICAL ASSOCIATION IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1033  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","31.    Amicus Brief, BRIEF AMICI CURIAE OF MEDIA & TELECOMMUNICATION COMPANIES IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1043  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","32.    Amicus Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION, AMERICAN CIVIL RIGHTS INSTITUTE, CENTER FOR EQUAL OPPORTUNITY, AMERICAN CIVIL RIGHTS UNION, AND NATIONAL ASSOCIATION OF NEIGHBORHOOD SCHOOLS IN SUPPORT OF PETITIONER, August 18, 2006, 2006 U.S. S. Ct. Briefs LEXIS 721  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","33.    Amicus Brief, BRIEF AMICUS CURIAE OF THE AMERICAN CIVIL LIBERTIES UNION, THE ACLU OF KENTUCKY, AND THE ACLU OF WASHINGTON IN SUPPORT OF RESPONDENTS, October 9, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1025  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","34.    Amicus Brief, BRIEF OF HISTORIANS AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1015  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","35.    Amicus Brief, BRIEF OF AMICI CURIAE AMERICAN COUNCIL ON EDUCATION AND 19 OTHER HIGHER EDUCATION ORGANIZATIONS IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1009  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","36.    Amicus Brief, BRIEF OF REP. JIM McDERMOTT ET AL. AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1050  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","37.    Amicus Brief, BRIEF OF THE NAACP AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1029  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","38.    Amicus Brief, BRIEF OF HUMAN RIGHTS ADVOCACY GROUPS AND INTERNATIONAL LAW PROFESSORS AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1007  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","39.    Amicus Brief, BRIEF OF AMICI CURIAE HOUSING SCHOLARS AND RESEARCH & ADVOCACY ORGANIZATIONS IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1031  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","40.    Amicus Brief, AMICUS CURIAE BRIEF OF COMPETITIVE ENTERPRISE INSTITUTE IN SUPPORT OF PETITIONER, August 17, 2006, 2006 U.S. S. Ct. Briefs LEXIS 693  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","41.    Amicus Brief, BRIEF OF FORMER UNITED STATES SECRETARIES OF EDUCATION AND SECRETARIES OF HEALTH, EDUCATION, AND WELFARE WHO SERVED FIVE FORMER PRESIDENTS AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1055  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","42.    Amicus Brief, BRIEF AMICUS CURIAE OF THE COMMONWEALTH OF MASSACHUSETTS IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1036  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","43.    Amicus Brief, BRIEF AMICUS CURIAE OF THE NATIONAL COLLEGIATE ATHLETIC ASSOCIATION AND NATIONAL BASKETBALL RETIRED PLAYERS ASSOCIATION IN SUPPORT OF THE RESPONDENTS, October 1, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1018  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","44.    Amicus Brief, BRIEF FOR RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1059  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","45.    Amicus Brief, BRIEF OF THE CIVIL RIGHTS CLINIC AT HOWARD UNIVERSITY SCHOOL OF LAW AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1026  "
62,"Parents Involved v. Seattle Sch. Dist., 551 U.S. 701 (2007)","46.    Amicus Brief, BRIEF OF THE NAACP LEGAL DEFENSE & EDUCATIONAL FUND, INC. AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, October 10, 2006, 2006 U.S. S. Ct. Briefs LEXIS 1047  "
